open,close,date
2687.75,2649.18,2022-01-05
2619.22,2679.95,2022-01-04
2595.22,2616.94,2022-01-03
2538.25,2584.91,2022-01-02
2520.55,2524.5,2021-12-29
2523.87,2518.99,2021-12-28
2600.21,2521.65,2021-12-27
2531.43,2591.42,2021-12-26
2522.51,2520.23,2021-12-23
2425.05,2507.7,2021-12-22
2360.33,2415.55,2021-12-21
2390.81,2358.81,2021-12-20
2415.77,2376.74,2021-12-16
2433.2,2414.62,2021-12-15
2283.67,2418.85,2021-12-14
2351.93,2281.67,2021-12-13
2448.66,2361.27,2021-12-12
2454.41,2449.97,2021-12-09
2508.28,2455.8,2021-12-08
2549.36,2508.9,2021-12-07
2508.96,2546.08,2021-12-06
2586.82,2513.87,2021-12-05
2633.63,2586.19,2021-12-02
2628.68,2633.65,2021-12-01
2630.32,2628.37,2021-11-30
2650.54,2629.97,2021-11-29
2730.75,2651.49,2021-11-28
2736.84,2731.78,2021-11-25
2737.09,2735,2021-11-24
2765.67,2733.12,2021-11-23
2758.99,2765.43,2021-11-22
2771.75,2757.53,2021-11-21
2806.13,2769.13,2021-11-18
2795.19,2801.52,2021-11-17
2720.59,2784.58,2021-11-16
2688.06,2715.35,2021-11-15
2694.05,2688.92,2021-11-14
2750.03,2690.29,2021-11-11
2831,2749.85,2021-11-09
2854.38,2829.64,2021-11-08
2858.74,2848.84,2021-11-03
2824.83,2843.62,2021-11-02
2852.32,2819.86,2021-11-01
2785.95,2837.61,2021-10-31
2768.88,2782.16,2021-10-28
2753.4,2769.13,2021-10-27
2678.86,2751.07,2021-10-26
2588.75,2672.25,2021-10-25
2557,2584.52,2021-10-24
2573.05,2556.95,2021-10-21
2522.2,2571.66,2021-10-20
2588.24,2510.73,2021-10-19
2656.04,2587.45,2021-10-18
2644.41,2656.96,2021-10-17
2667.59,2639.37,2021-10-11
2687.19,2662.58,2021-10-10
2614.74,2681.1,2021-10-06
2569.79,2612.65,2021-10-05
2577.36,2570.81,2021-10-04
2637.36,2577.49,2021-10-03
2667.45,2633.42,2021-09-30
2616.78,2665.93,2021-09-29
2683.6,2615.4,2021-09-28
2762.6,2685.41,2021-09-27
2836.36,2758.48,2021-09-26
2833.52,2819.65,2021-09-23
2719.91,2816.95,2021-09-22
2693.42,2712.07,2021-09-21
2817.98,2698.24,2021-09-20
2889.21,2812.38,2021-09-16
2933.23,2889.03,2021-09-15
2950.37,2929.28,2021-09-14
2962.81,2947.69,2021-09-13
2887.5,2947.42,2021-09-12
2880.54,2875.97,2021-09-09
2940.91,2876.59,2021-09-08
2999.62,2936.6,2021-09-07
2816.93,2980.78,2021-09-06
2928.8,2818.72,2021-09-05
2976.17,2926.89,2021-09-02
2977.28,2977.02,2021-09-01
3047.26,2975.84,2021-08-31
3105.74,3044.86,2021-08-29
3085.04,3094.05,2021-08-26
3126.02,3076.45,2021-08-25
3186.47,3124.87,2021-08-24
3208.53,3180.78,2021-08-19
3172.29,3198.6,2021-08-18
3165.69,3160.31,2021-08-17
3165.09,3160.05,2021-08-16
3170.65,3154.03,2021-08-15
3172.75,3179,2021-08-12
3172.54,3162.59,2021-08-11
3120.29,3161.44,2021-08-10
3113.95,3109.66,2021-08-09
3117.02,3108.12,2021-08-08
3130.54,3107.45,2021-08-05
3126.99,3123.24,2021-08-04
3094.24,3111.09,2021-08-03
3087.91,3085.07,2021-08-02
3088.44,3081.05,2021-08-01
3103.53,3079.83,2021-07-29
3088.45,3094.94,2021-07-28
3030.51,3079.67,2021-07-27
3072.92,3050.42,2021-07-26
3017.56,3058.63,2021-07-25
2990.9,3004.31,2021-07-22
3005.43,2985.57,2021-07-20
3003.47,2994.58,2021-07-19
2892.47,2980.61,2021-07-18
2885.4,2883.38,2021-07-15
2882.06,2872.05,2021-07-14
2867.15,2871.03,2021-07-13
2915.56,2854.76,2021-07-12
2845.43,2899.82,2021-07-11
2815.28,2825.1,2021-07-08
2815.49,2801.13,2021-07-07
2829.99,2818.1,2021-07-06
2845.5,2822.73,2021-07-05
2852.24,2834.51,2021-07-04
2833.52,2843,2021-07-01
2835.66,2823.87,2021-06-30
2880.33,2828,2021-06-29
2898.42,2875.49,2021-06-28
2856.05,2870.38,2021-06-27
2871.65,2843,2021-06-24
2939.04,2862.18,2021-06-23
2844.7,2913.84,2021-06-22
2924.07,2834.4,2021-06-21
2975.25,2905.14,2021-06-20
2982.87,2968.43,2021-06-17
2989.55,2969.69,2021-06-16
3061.81,3022.1,2021-06-15
3009.46,3025.82,2021-06-14
2965.77,2983.1,2021-06-13
2968.09,2944.78,2021-06-10
2995.08,2946.58,2021-06-09
2931.17,2960.14,2021-06-08
2928.09,2906.7,2021-06-07
2884.07,2906.89,2021-06-06
2833.84,2856.67,2021-06-03
2793.22,2827.12,2021-06-02
2790.71,2771.15,2021-06-01
2842.28,2782.68,2021-05-31
2836.11,2827.93,2021-05-30
2784.59,2815.39,2021-05-27
2828.06,2816.56,2021-05-25
2840.21,2823.06,2021-05-24
2768.86,2820,2021-05-23
2807.52,2787.18,2021-05-20
2816.26,2780.81,2021-05-19
2780.7,2793.89,2021-05-18
2748.83,2759.21,2021-05-17
2693.9,2738.29,2021-05-16
2701.82,2684.01,2021-05-13
2685.4,2673.88,2021-05-12
2647.48,2673.32,2021-05-11
2613.17,2645.85,2021-05-10
2652.58,2618.56,2021-05-09
2658.69,2637.13,2021-05-06
2675.95,2649.6,2021-05-05
2652.27,2654.69,2021-05-04
2676.45,2652.75,2021-05-03
2627.81,2665.11,2021-05-02
2601.21,2611.1,2021-04-29
2606.56,2585.28,2021-04-28
2506.52,2599.07,2021-04-27
2571.49,2506.61,2021-04-26
2664.69,2572.22,2021-04-25
2647.11,2648,2021-04-22
2674.82,2632.2,2021-04-21
2673.24,2664.61,2021-04-20
2715.83,2661.93,2021-04-19
2759.89,2699.51,2021-04-18
2735.4,2735.46,2021-04-15
2698.07,2714.79,2021-04-13
2681.6,2691.55,2021-04-12
2690.12,2674.35,2021-04-08
2694.54,2671.61,2021-04-07
2675.57,2674.46,2021-04-06
2679.38,2658.74,2021-04-05
2658.3,2657.61,2021-04-04
2645.49,2631.89,2021-04-01
2596.66,2619.03,2021-03-31
2545.54,2575.67,2021-03-30
2558.23,2543.52,2021-03-29
2584.79,2548.97,2021-03-25
2550.07,2570.25,2021-03-24
2524.43,2528.95,2021-03-23
2564.07,2514.39,2021-03-22
2494.48,2538.46,2021-03-21
2448.72,2475.09,2021-03-18
2399.21,2432.14,2021-03-17
2400.04,2391.74,2021-03-16
2418.51,2389.19,2021-03-15
2466.26,2407.25,2021-03-14
2476.93,2458.48,2021-03-10
2494.05,2461.88,2021-03-09
2519.96,2485.09,2021-03-07
2425.2,2506.68,2021-03-04
2449.23,2416,2021-03-03
2523.45,2455.33,2021-03-02
2488.33,2515.03,2021-03-01
2557.79,2474.39,2021-02-28
2622.7,2554.13,2021-02-25
2600.32,2599.07,2021-02-24
2627.33,2586.51,2021-02-23
2665.86,2607.67,2021-02-22
2667.27,2640.34,2021-02-21
2634.47,2636.68,2021-02-18
2619.8,2611.45,2021-02-17
2615.36,2601.51,2021-02-16
2517.46,2586.01,2021-02-15
2536.47,2493.59,2021-02-14
2552.33,2526.92,2021-02-11
2544.8,2543.03,2021-02-10
2562.43,2534.37,2021-02-09
2553.78,2561.47,2021-02-08
2486.79,2524,2021-02-07
2479.6,2475.26,2021-02-04
2490.53,2466.92,2021-02-03
2434.48,2473.73,2021-02-02
2372.04,2408.24,2021-02-01
2425.53,2370.54,2021-01-31
2460.83,2425.29,2021-01-28
2433.74,2441.85,2021-01-27
2461.42,2423.09,2021-01-26
2447.01,2440.87,2021-01-25
2396.74,2424.84,2021-01-24
2372.86,2374.64,2021-01-21
2361.52,2342.76,2021-01-20
2361.99,2326.9,2021-01-19
2333.87,2332.31,2021-01-18
2299.33,2315,2021-01-17
2279.04,2286.54,2021-01-13
2243.16,2267.73,2021-01-12
2264.27,2239.42,2021-01-11
2201.38,2235.72,2021-01-10
2181.27,2194.48,2021-01-07
2170.82,2178.57,2021-01-06
2167.82,2165.49,2021-01-05
2207.05,2169.04,2021-01-04
2104.85,2175.39,2021-01-03
2079.37,2087.27,2020-12-31
2023.59,2062.06,2020-12-30
2016.26,2012.89,2020-12-29
1998.81,2007.29,2020-12-28
2047.12,1998.65,2020-12-27
2091.59,2038.63,2020-12-24
2094.27,2068.45,2020-12-23
1987.47,2061.41,2020-12-22
1919.05,1965.96,2020-12-21
2046.57,1935.63,2020-12-20
2058.72,2032.51,2020-12-17
2097.2,2055.22,2020-12-16
2085.56,2061.41,2020-12-15
2022.72,2067.17,2020-12-14
1973.75,2010.45,2020-12-13
1954.6,1964.02,2020-12-10
2006.4,1955.75,2020-12-09
2033.97,1995.35,2020-12-08
1929.46,2004.39,2020-12-07
2051.51,1932.11,2020-12-06
2090.79,2055.45,2020-12-03
2016.82,2071.02,2020-12-02
2009.46,2000.4,2020-12-01
2000,1997.05,2020-11-30
1912.11,1968.27,2020-11-29
1894.78,1893.24,2020-11-26
1820.87,1874.81,2020-11-25
1790.19,1810.11,2020-11-24
1789.35,1780.43,2020-11-23
1791.21,1782.81,2020-11-22
1750.42,1778.12,2020-11-19
1714.86,1741.81,2020-11-18
1713.71,1718.49,2020-11-12
1681.82,1707.67,2020-11-11
1660.37,1678.79,2020-11-10
1648.75,1652.8,2020-11-09
1643.29,1648.58,2020-11-08
1644.94,1636.17,2020-11-05
1645.53,1640.64,2020-11-04
1636.2,1643.03,2020-11-03
1644.01,1637.63,2020-11-02
1654.15,1640.95,2020-11-01
1661.64,1645.67,2020-10-29
1612.5,1647.45,2020-10-28
1609.11,1606.25,2020-10-22
1591.04,1597.71,2020-10-21
1576.62,1583.6,2020-10-20
1556.85,1570.38,2020-10-19
1565.9,1556.8,2020-10-18
1564.69,1562.46,2020-10-15
1572.35,1561.17,2020-10-14
1583.29,1568.59,2020-10-13
1580.14,1578.01,2020-10-12
1594.01,1576.27,2020-10-11
1607.52,1589.63,2020-10-08
1593.04,1600.97,2020-10-07
1588.01,1586.29,2020-10-06
1587.31,1582.12,2020-10-05
1577.77,1585.75,2020-10-04
1553.95,1571.04,2020-10-01
1561.58,1550.43,2020-09-30
1564.92,1553.62,2020-09-29
1566.44,1560.83,2020-09-28
1569.06,1565.55,2020-09-27
1565.31,1561.27,2020-09-24
1543.37,1555.52,2020-09-23
1576.55,1546.15,2020-09-22
1587.82,1569.06,2020-09-21
1595.47,1575.18,2020-09-20
1555.86,1572.18,2020-09-17
1537.35,1541.4,2020-09-16
1544.71,1536.03,2020-09-15
1545.68,1540.51,2020-09-14
1528.15,1537.25,2020-09-13
1514.13,1520.69,2020-09-10
1501.86,1508.2,2020-09-09
1491.33,1495.15,2020-09-08
1503.37,1487.81,2020-09-07
1538.42,1499.97,2020-09-06
1524.19,1510.42,2020-09-03
1509.4,1510.57,2020-09-02
1466.57,1484.99,2020-08-31
1459.16,1462.67,2020-08-30
1467.07,1458.04,2020-08-27
1445.47,1462.03,2020-08-26
1435.21,1440.94,2020-08-25
1413.09,1431.6,2020-08-24
1399.48,1410.34,2020-08-23
1392.89,1397.57,2020-08-20
1409.44,1391.29,2020-08-19
1403.98,1407.89,2020-08-18
1391.79,1402.21,2020-08-17
1407.85,1391.46,2020-08-16
1431.89,1408.79,2020-08-13
1426.55,1425.32,2020-08-12
1433.35,1423.81,2020-08-11
1394.78,1430.41,2020-08-10
1383.98,1392.68,2020-08-09
1387.44,1381.37,2020-08-06
1403.88,1382.66,2020-08-05
1395.08,1403.86,2020-08-03
1441.26,1396.28,2020-08-02
1433.14,1439.06,2020-07-30
1452.07,1431.52,2020-07-29
1463.81,1454.89,2020-07-28
1467.89,1462.48,2020-07-27
1445.6,1465.1,2020-07-26
1434.08,1442.61,2020-07-23
1452.78,1432.44,2020-07-22
1472.19,1449.94,2020-07-21
1539.37,1464.94,2020-07-20
1408.51,1479.03,2020-07-19
1364.24,1394.77,2020-07-16
1347.88,1362.34,2020-07-15
1344.42,1347.44,2020-07-14
1342.59,1342.4,2020-07-13
1331.31,1340.29,2020-07-12
1327.13,1331.27,2020-07-09
1338.54,1326.53,2020-07-08
1299.72,1336.66,2020-07-07
1266.08,1298.73,2020-07-06
1256.18,1265.45,2020-07-05
1351.89,1256.11,2020-07-02
1261.54,1336.52,2020-07-01
1187.25,1260.75,2020-06-30
1197.09,1188.7,2020-06-29
1225.68,1201.57,2020-05-13
1250.95,1226.15,2020-05-12
1269.08,1251.45,2020-03-22
1249.26,1269.3,2020-03-19
1272.1,1255.8,2020-03-18
1316.74,1272.06,2020-03-17
1312.69,1316.39,2020-03-16
1362.25,1313.04,2020-03-15
1424.6,1377.18,2020-03-12
1349.86,1423.09,2020-03-11
1435.86,1349.31,2020-03-10
1442.92,1435.7,2020-03-05
1511.41,1441.2,2020-03-04
1491.23,1509.67,2020-03-03
1593.08,1495.3,2020-03-02
1639.87,1591.36,2020-03-01
1598.81,1632.17,2020-02-27
1548.32,1596.13,2020-02-26
1504.8,1545.19,2020-02-25
1507.98,1502.18,2020-02-24
1435.87,1504.14,2020-02-23
1405.51,1434.57,2020-02-20
1399.29,1405.25,2020-02-19
1399.47,1400.01,2020-02-18
1364.34,1398.24,2020-02-17
1344.73,1363.97,2020-02-16
1346.45,1344.59,2020-02-13
1341.07,1345.97,2020-02-12
1324.31,1341.38,2020-02-11
1320.77,1324.26,2020-02-10
1332.91,1319.99,2020-02-09
1341.03,1333.69,2020-02-06
1338.5,1342.36,2020-02-05
1351.01,1337.04,2020-02-04
1348.12,1349.13,2020-02-03
1325.62,1346.64,2020-02-02
1306.29,1325.38,2020-01-30
1306.16,1305.88,2020-01-29
1300.65,1306.15,2020-01-28
1276.68,1300.62,2020-01-27
1298.67,1276.68,2020-01-26
1314.16,1297.47,2020-01-23
1324.32,1313.42,2020-01-22
1318.65,1320.47,2020-01-21
1342.7,1317.11,2020-01-20
1310.26,1343.65,2020-01-19
1284.28,1310.23,2020-01-16
1263.32,1284.23,2020-01-15
1271.11,1263.38,2020-01-14
1260.01,1270.86,2020-01-13
1213.19,1255.72,2020-01-12
1209.87,1213.11,2020-01-09
1217.82,1209.6,2020-01-08
1200.65,1216.92,2020-01-07
1183.35,1200.69,2020-01-06
1166.49,1182.31,2020-01-05
1168.63,1166.21,2020-01-02
1166.52,1169.5,2020-01-01
1168.61,1166.03,2019-12-31
1161.82,1167.95,2019-12-30
1166.86,1162.43,2019-12-29
1167.74,1167.41,2019-12-26
1166.56,1168.03,2019-12-25
1169.32,1166.21,2019-12-24
1150.92,1168.58,2019-12-23
1149.62,1150.81,2019-12-22
1149.62,1150.81,2019-12-22
1152.06,1149.64,2019-12-19
1155.32,1152.07,2019-12-18
1154.86,1155.37,2019-12-17
1167.82,1154.11,2019-12-16
1172.44,1167.86,2019-12-15
1162.25,1172.64,2019-12-12
1155.05,1161.47,2019-12-11
1149.09,1151.36,2019-12-10
1135.36,1148.89,2019-12-09
1131.92,1135.37,2019-12-08
1124.47,1131.92,2019-12-05
1116.12,1124.47,2019-12-04
1112.06,1115.74,2019-12-03
1112.87,1111.99,2019-12-02
1112.79,1112.85,2019-12-01
1117.64,1112.79,2019-11-28
1109.09,1117.46,2019-11-27
1110.08,1109.16,2019-11-26
1110.11,1110.08,2019-11-25
1120.62,1110.08,2019-11-24
1128.34,1120.6,2019-11-21
1130.01,1128.34,2019-11-20
1131.13,1129.99,2019-11-19
1131.4,1131.12,2019-11-18
1135.73,1131.36,2019-11-17
1135.15,1135.95,2019-11-14
1140.65,1135.16,2019-11-13
1146.14,1139.96,2019-11-12
1132.7,1145.57,2019-11-11
1132.47,1131.8,2019-11-10
1138.27,1131.97,2019-11-07
1139.49,1138.02,2019-11-06
1140.21,1139.45,2019-11-05
1139.57,1140.26,2019-11-04
1145.83,1139.29,2019-11-03
1149.74,1146.17,2019-10-31
1142.41,1149.34,2019-10-24
1135.4,1142.6,2019-10-23
1132.45,1134.79,2019-10-22
1133.73,1132.4,2019-10-21
1137.69,1133.71,2019-10-20
1137.03,1137.75,2019-10-17
1142.39,1137.03,2019-10-16
1138.38,1142.04,2019-10-15
1149.01,1136.96,2019-10-14
1149.03,1149.01,2019-10-10
1142.44,1149.4,2019-10-03
1145.69,1140.71,2019-10-02
1135.05,1145.69,2019-10-01
1125.49,1135.56,2019-09-30
1129.81,1125.14,2019-09-29
1131.52,1129.8,2019-09-26
1134.56,1131.53,2019-09-25
1140.99,1134.56,2019-09-24
1139.92,1140.98,2019-09-23
1155.3,1139.25,2019-09-22
1173.44,1155.3,2019-09-19
1150.65,1172.15,2019-09-18
1127.26,1150.74,2019-09-17
1140.49,1123.83,2019-09-16
1157.68,1140.01,2019-09-15
1163.71,1157.88,2019-09-12
1166.68,1163.21,2019-09-11
1168.91,1166.67,2019-09-10
1178.47,1168.91,2019-09-09
1192.07,1178.46,2019-09-08
1195.89,1191.07,2019-09-05
1192.21,1194.77,2019-09-04
1170.87,1190.9,2019-09-03
1184.93,1170.34,2019-09-02
1196.6,1184.78,2019-09-01
1198.49,1196.41,2019-08-29
1209.7,1197.75,2019-08-28
1203.42,1208,2019-08-27
1209.7,1203.13,2019-08-26
1212.76,1209.62,2019-08-25
1214.37,1213.06,2019-08-22
1213.96,1214.05,2019-08-21
1222.04,1213.63,2019-08-20
1214.96,1222.06,2019-08-19
1224.03,1214.83,2019-08-18
1225.11,1224.03,2019-08-15
1230.97,1225.9,2019-08-14
1234.59,1231.07,2019-08-13
1234.68,1233.85,2019-08-12
1236.62,1233.71,2019-08-11
1248.91,1238.56,2019-08-08
1245.2,1248.48,2019-08-07
1255.74,1245.73,2019-08-06
1260.3,1255.09,2019-08-05
1263.87,1259.64,2019-08-04
1265.52,1263.84,2019-08-01
1259.53,1265.57,2019-07-31
1256.01,1259.37,2019-07-30
1252.72,1255.98,2019-07-29
1266.63,1252.8,2019-07-28
1284.41,1269.92,2019-07-25
1277.48,1284.07,2019-07-24
1271.24,1277.17,2019-07-23
1268.77,1271.23,2019-07-22
1276.29,1268.74,2019-07-21
1275.71,1272.49,2019-07-18
1258.94,1274.86,2019-07-17
1285.48,1259.01,2019-07-16
1250.09,1254.56,2019-07-15
1248.94,1249.49,2019-07-14
1249.46,1248.53,2019-07-11
1250.43,1249.15,2019-07-10
1247.41,1250.27,2019-07-09
1256.15,1247.35,2019-07-08
1262.98,1256.04,2019-07-07
1269.48,1260.47,2019-07-04
1253.52,1268.68,2019-07-03
1242.83,1253.06,2019-07-02
1245.58,1241.61,2019-07-01
1258.31,1244.89,2019-06-30
1259.16,1257.15,2019-06-27
1261.1,1258.29,2019-06-26
1260.23,1261.07,2019-06-25
1254.67,1260.1,2019-06-24
1264.53,1254.35,2019-06-23
1258.9,1264.36,2019-06-20
1258.25,1258.46,2019-06-19
1261.04,1258.66,2019-06-18
1259.38,1260.9,2019-06-17
1271.18,1258.27,2019-06-16
1272.91,1269.55,2019-06-13
1276.09,1272.49,2019-06-12
1276.26,1275.99,2019-06-11
1285.49,1275.82,2019-06-10
1296.5,1284.59,2019-06-06
1292.86,1289.28,2019-06-04
1306.88,1292.84,2019-06-03
1317.91,1305.68,2019-06-02
1328.62,1319.47,2019-05-30
1307.3,1313.88,2019-05-29
1304.22,1305.49,2019-05-28
1302.98,1302.96,2019-05-27
1315.97,1302.61,2019-05-26
1321.69,1314.55,2019-05-23
1314.94,1319.63,2019-05-22
1308.4,1312.14,2019-05-21
1319.21,1307.71,2019-05-20
1319.33,1316.84,2019-05-19
1322.68,1318.71,2019-05-16
1316.79,1321,2019-05-15
1307.84,1315.45,2019-05-14
1295.99,1301.34,2019-05-13
1292.12,1295.03,2019-05-12
1297.57,1291.96,2019-05-09
1301.39,1297.6,2019-05-08
1298.35,1301.28,2019-05-07
1278,1299.41,2019-05-06
1293.71,1277.68,2019-05-05
1298.8,1294.39,2019-05-02
1310.65,1298.6,2019-04-30
1318.44,1310.31,2019-04-29
1293.77,1314.51,2019-04-28
1279.67,1292.12,2019-04-25
1265.11,1279.29,2019-04-24
1256.61,1260.68,2019-04-23
1264.77,1256.94,2019-04-22
1232.53,1264.2,2019-04-21
1217.11,1232.26,2019-04-18
1212.34,1217.04,2019-04-17
1187.73,1212.05,2019-04-16
1184.22,1188.71,2019-04-15
1184.29,1184.02,2019-04-11
1181.72,1184.61,2019-04-10
1191.78,1181.1,2019-04-09
1183.46,1191.68,2019-04-08
1164.94,1182.36,2019-04-07
1165.85,1165.2,2019-04-04
1163.71,1165.84,2019-04-03
1153.89,1163.82,2019-04-02
1142.65,1149.99,2019-04-01
1145.95,1143.09,2019-03-31
1142,1144.53,2019-03-28
1140.69,1142.61,2019-03-27
1285.49,1275.82,2019-06-10
1296.5,1284.59,2019-06-06
1292.86,1289.28,2019-06-04
1306.88,1292.84,2019-06-03
1317.91,1305.68,2019-06-02
1328.62,1319.47,2019-05-30
1307.3,1313.88,2019-05-29
1304.22,1305.49,2019-05-28
1302.98,1302.96,2019-05-27
1315.97,1302.61,2019-05-26
1321.69,1314.55,2019-05-23
1314.94,1319.63,2019-05-22
1308.4,1312.14,2019-05-21
1319.21,1307.71,2019-05-20
1319.33,1316.84,2019-05-19
1322.68,1318.71,2019-05-16
1316.79,1321,2019-05-15
1307.84,1315.45,2019-05-14
1295.99,1301.34,2019-05-13
1292.12,1295.03,2019-05-12
1297.57,1291.96,2019-05-09
1301.39,1297.6,2019-05-08
1298.35,1301.28,2019-05-07
1278,1299.41,2019-05-06
1293.71,1277.68,2019-05-05
1298.8,1294.39,2019-05-02
1310.65,1298.6,2019-04-30
1318.44,1310.31,2019-04-29
1293.77,1314.51,2019-04-28
1279.67,1292.12,2019-04-25
1265.11,1279.29,2019-04-24
1256.61,1260.68,2019-04-23
1264.77,1256.94,2019-04-22
1232.53,1264.2,2019-04-21
1217.11,1232.26,2019-04-18
1212.34,1217.04,2019-04-17
1187.73,1212.05,2019-04-16
1184.22,1188.71,2019-04-15
1184.29,1184.02,2019-04-11
1181.72,1184.61,2019-04-10
1191.78,1181.1,2019-04-09
1183.46,1191.68,2019-04-08
1164.94,1182.36,2019-04-07
1165.85,1165.2,2019-04-04
1163.71,1165.84,2019-04-03
1153.89,1163.82,2019-04-02
1142.65,1149.99,2019-04-01
1145.95,1143.09,2019-03-31
1142,1144.53,2019-03-28
1140.69,1142.61,2019-03-27
1179.36,1180.84,2019-01-10
1177.87,1179.36,2019-01-09
1177.87,1177.07,2019-01-08
1170.72,1177.46,2019-01-07
1178.25,1170.79,2019-01-06
1180.47,1178.87,2019-01-03
1185.91,1180.43,2019-01-02
1187.3,1185.91,2019-01-01
1204.68,1188.19,2018-12-31
1215.14,1204.54,2018-12-30
1216.57,1215.16,2018-12-27
1186.11,1216.27,2018-12-26
1192.61,1186.03,2018-12-25
1198.26,1191.74,2018-12-24
1166.33,1198.18,2018-12-23
1162.65,1165.97,2018-12-20
1168.29,1162.7,2018-12-19
1183.12,1168.17,2018-12-18
1167.55,1182.78,2018-12-17
1149.23,1167.67,2018-12-16
1141.25,1148.78,2018-12-13
1140.83,1141.18,2018-12-12
1143.85,1141.1,2018-12-11
1131.43,1144.19,2018-12-10
1121.16,1131.7,2018-12-09
1117.97,1120.84,2018-12-06
1140.99,1118.13,2018-12-05
1133,1142.01,2018-12-04
1130.31,1131.73,2018-12-03
1148.29,1130.89,2018-12-02
1159.07,1148.36,2018-11-29
1161.5,1159.08,2018-11-28
1159.75,1161.49,2018-11-27
1166.59,1159.82,2018-11-26
1181.96,1166.63,2018-11-25
1184.01,1181.24,2018-11-22
1182.17,1182.55,2018-11-21
1189.97,1181.75,2018-11-20
1196.08,1190.2,2018-11-19
1203.94,1195.45,2018-11-18
1208.89,1205.02,2018-11-15
1208.28,1208.89,2018-11-14
1192.87,1207.57,2018-11-13
1204.64,1193.34,2018-11-12
1224.39,1205.22,2018-11-11
1222.53,1222.53,2018-11-06
1207.28,1219.2,2018-11-05
1220.98,1207.28,2018-11-04
1221.46,1220.98,2018-11-01
1224.36,1221.46,2018-10-31
1216.93,1224.36,2018-10-30
1227.49,1216.93,2018-10-29
1241.11,1227.49,2018-10-28
1249.93,1241.11,2018-10-25
1241.84,1249.93,2018-10-24
1244.54,1241.84,2018-10-23
1246.52,1244.54,2018-10-22
1241.63,1246.52,2018-10-21
1242.43,1241.63,2018-10-15
1228.28,1242.43,2018-10-14
1218.33,1228.28,2018-10-11
1217.93,1218.33,2018-10-10
1220.52,1217.93,2018-10-09
1214.36,1220.52,2018-10-08
1227.37,1214.36,2018-10-07
1230.6,1227.37,2018-10-04
1241.36,1230.6,2018-10-03
1238.67,1241.36,2018-10-02
1256.71,1238.67,2018-10-01
1267.18,1256.71,2018-09-30
1277.74,1267.18,2018-09-27
1280.05,1277.74,2018-09-26
1257.68,1280.05,2018-09-25
1255.09,1257.68,2018-09-23
1258.81,1255.07,2018-09-20
1256.4,1258.81,2018-09-18
1256.55,1256.4,2018-09-17
1244.84,1256.53,2018-09-16
1230.71,1244.84,2018-09-13
1217.65,1230.71,2018-09-12
1210.88,1217.65,2018-09-11
1218.98,1210.88,2018-09-10
1229.77,1218.98,2018-09-09
1234.15,1229.77,2018-09-06
1210.24,1234.13,2018-09-05
1206.26,1210.24,2018-09-04
1190.28,1206.26,2018-09-03
1181.69,1190.28,2018-09-02
1172.3,1181.69,2018-08-30
1177.09,1172.3,2018-08-29
1175.72,1177.09,2018-08-28
1178.5,1175.72,2018-08-26
1182.42,1178.5,2018-08-23
1183.89,1182.42,2018-08-22
1188.08,1183.89,2018-08-21
1196.29,1188.07,2018-08-20
1210.32,1196.29,2018-08-19
1209.71,1210.32,2018-08-16
1180.98,1209.71,2018-08-15
1174.37,1180.98,2018-08-14
1163.94,1174.37,2018-08-13
1180.63,1163.94,2018-08-12
1187.32,1180.63,2018-08-09
1188.21,1187.32,2018-08-08
1189.67,1188.21,2018-08-07
1189.88,1189.67,2018-08-06
1191.31,1189.88,2018-08-05
1193.87,1191.31,2018-08-02
1191.47,1193.87,2018-08-01
1194.38,1191.47,2018-07-31
1194.82,1194.38,2018-07-30
1191.2,1194.82,2018-07-29
1194.35,1191.2,2018-07-26
1194.5,1194.35,2018-07-25
1194.5,1199.27,2018-07-24
1181.66,1194.5,2018-07-23
1193.39,1181.66,2018-07-22
1198.77,1193.39,2018-07-19
1204.31,1198.77,2018-07-18
1212.36,1204.31,2018-07-17
1200.09,1212.36,2018-07-16
1191.98,1200.09,2018-07-15
1205.64,1191.98,2018-07-12
1205.93,1205.64,2018-07-11
1206.43,1205.93,2018-07-10
1224.39,1206.43,2018-07-09
1224.41,1224.39,2018-07-08
1188.4,1224.41,2018-07-05
1180.36,1188.4,2018-07-04
1179.71,1180.36,2018-07-03
1184.53,1179.71,2018-07-02
1198.54,1184.53,2018-07-01
1199.42,1198.54,2018-06-28
1194.8,1199.42,2018-06-27
1210.09,1194.8,2018-06-26
1219.81,1210.09,2018-06-25
1218.46,1219.81,2018-06-24
1217.84,1218.46,2018-06-21
1226.18,1217.84,2018-06-20
1235.15,1226.18,2018-06-19
1233.23,1235.15,2018-06-18
1247.3,1233.23,2018-06-17
1239.26,1247.3,2018-06-14
1239.26,1242.07,2018-06-13
1241.19,1239.26,2018-06-12
1231.64,1241.19,2018-06-11
1257.07,1231.64,2018-06-10
1282.75,1257.07,2018-06-07
1268.84,1282.75,2018-06-06
1273.95,1268.84,2018-06-04
1307.66,1273.95,2018-06-03
1327.21,1307.66,2018-05-31
1327.21,1322.27,2018-05-30
1336.39,1327.21,2018-05-29
1300.41,1336.39,2018-05-28
1318.22,1300.41,2018-05-27
1328.27,1318.22,2018-05-24
1332.82,1328.27,2018-05-23
1337.15,1332.82,2018-05-22
1339.19,1337.13,2018-05-21
